,link,label,id
15,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/11/rk20241111_1bvr108524.html,Beschluss vom 11. November 2024,rk20241111_1bvr108524
16,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/11/rk20241107_1bvr155021.html,Beschluss vom 7. November 2024,rk20241107_1bvr155021
17,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/11/rk20241104_1bvr117722.html,Beschluss vom 4. November 2024,rk20241104_1bvr117722
18,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/11/rk20241104_2bvr110024.html,Beschluss vom 4. November 2024,rk20241104_2bvr110024
19,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/11/rk20241101_2bvr068422.html,Beschluss vom 1. November 2024,rk20241101_2bvr068422
20,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/10/rs20241029_2bvr050821.html,Beschluss vom 29. Oktober 2024,rs20241029_2bvr050821
21,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/10/rk20241028_1bvr199624.html,Beschluss vom 28. Oktober 2024,rk20241028_1bvr199624
22,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/10/ls20241024_1bvl001020.html,Beschluss vom 24. Oktober 2024,ls20241024_1bvl001020
23,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/10/rk20241024_2bvr103124.html,Beschluss vom 24. Oktober 2024,rk20241024_2bvr103124
24,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/10/rk20241021_1bvr221524.html,Beschluss vom 21. Oktober 2024,rk20241021_1bvr221524
25,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/10/rk20241021_1bvr249121.html,Beschluss vom 21. Oktober 2024,rk20241021_1bvr249121
26,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/10/rk20241018_1bvr065923.html,Beschluss vom 18. Oktober 2024,rk20241018_1bvr065923
27,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/10/rk20241018_1bvr099122.html,Beschluss vom 18. Oktober 2024,rk20241018_1bvr099122
28,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/10/rk20241018_2bvr130824.html,Beschluss vom 18. Oktober 2024,rk20241018_2bvr130824
29,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/10/rk20241016_2bvr113424.html,Beschluss vom 16. Oktober 2024,rk20241016_2bvr113424
30,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/10/ls20241015_2bvl000619.html,Beschluss vom 15. Oktober 2024,ls20241015_2bvl000619
31,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/10/rk20241015_1bvr171024.html,Beschluss vom 15. Oktober 2024,rk20241015_1bvr171024
32,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/10/rk20241015_1bvr192424.html,Beschluss vom 15. Oktober 2024,rk20241015_1bvr192424
33,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/10/cs20241011_2bvc001023.html,Beschluss vom 11. Oktober 2024,cs20241011_2bvc001023
34,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/10/qk20241009_2bvq006324.html,Beschluss vom 9. Oktober 2024,qk20241009_2bvq006324
35,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/10/rk20241009_2bvr053624.html,Beschluss vom 9. Oktober 2024,rk20241009_2bvr053624
36,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/10/rk20241008_1bvr200624.html,Beschluss vom 8. Oktober 2024,rk20241008_1bvr200624
37,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/10/rs20241008_1bvr174316.html,Beschluss vom 8. Oktober 2024,rs20241008_1bvr174316
38,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/10/cs20241007_2bvc004123.html,Beschluss vom 7. Oktober 2024,cs20241007_2bvc004123
39,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/10/cs20241007_2bvc003723.html,Beschluss vom 7. Oktober 2024,cs20241007_2bvc003723
40,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/10/cs20241007_2bvc002623.html,Beschluss vom 7. Oktober 2024,cs20241007_2bvc002623
41,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/10/cs20241007_2bvc002723.html,Beschluss vom 7.Oktober 2024,cs20241007_2bvc002723
42,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/10/rk20241002_1bvr210316.html,Beschluss vom 2. Oktober 2024,rk20241002_1bvr210316
43,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/10/rk20241001_1bvr077024.html,Beschluss vom 1. Oktober 2024,rk20241001_1bvr077024
44,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/10/rk20241001_1bvr078224.html,Beschluss vom 1. Oktober 2024,rk20241001_1bvr078224
45,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/10/rs20241001_1bvr116019.html,Urteil vom 1. Oktober 2024,rs20241001_1bvr116019
46,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/09/rk20240930_1bvr263821.html,Beschluss vom 30. September 2024,rk20240930_1bvr263821
47,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/09/rk20240930_2bvr015024.html,Beschluss vom 30. September 2024,rk20240930_2bvr015024
48,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/09/rk20240927_2bvr037524.html,Beschluss vom 27. September 2024,rk20240927_2bvr037524
49,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/09/ls20240927_2bvl001923.html,Beschluss vom 27. September 2024,ls20240927_2bvl001923
50,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/11/rk20231115_1bvr051523.html,Beschluss vom 15. November 2023,rk20231115_1bvr051523
51,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/11/rk20231115_1bvr005223.html,Beschluss vom 15. November 2023,rk20231115_1bvr005223
52,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/11/rk20231114_1bvr149823.html,Beschluss vom 14. November 2023,rk20231114_1bvr149823
53,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/11/rk20231110_1bvr203623.html,Beschluss vom 10. November 2023,rk20231110_1bvr203623
54,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/11/rk20231108_2bvr107920.html,Beschluss vom 8. November 2023,rk20231108_2bvr107920
55,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/11/rk20231108_2bvr029422.html,Beschluss vom 8. November 2023,rk20231108_2bvr029422
56,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/11/rk20231107_2bvr063723.html,Beschluss vom 7. November 2023,rk20231107_2bvr063723
57,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/11/lk20231107_2bvl001220.html,Beschluss vom 7. November 2023,lk20231107_2bvl001220
58,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/11/rk20231107_2bvr114021.html,Beschluss vom 7. November 2023,rk20231107_2bvr114021
59,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/11/rk20231107_2bvr114321.html,Beschluss vom 7. November 2023,rk20231107_2bvr114321
60,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/11/rk20231102_2bvr044123.html,Beschluss vom 2. November 2023,rk20231102_2bvr044123
61,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/11/rk20231102_2bvr156522.html,Beschluss vom 2. November 2023,rk20231102_2bvr156522
62,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/10/rk20231031_1bvr057123.html,Beschluss vom 31. Oktober 2023,rk20231031_1bvr057123
63,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/10/es20231031_2bve000421.html,Beschluss vom 31. Oktober 2023,es20231031_2bve000421
64,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/10/rs20231031_2bvr090022.html,Urteil vom 31. Oktober 2023,rs20231031_2bvr090022
65,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/10/cs20231030_2bvc000623.html,Beschluss vom 30. Oktober 2023,cs20231030_2bvc000623
66,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/10/cs20231030_2bvc000522.html,Beschluss vom 30. Oktober 2023,cs20231030_2bvc000522
67,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/10/rk20231030_1bvr068722.html,Beschluss vom 30. Oktober 2023,rk20231030_1bvr068722
68,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/10/rs20231024_1bvr116019.html,Beschluss vom 24. Oktober 2023,rs20231024_1bvr116019
69,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/10/rk20231020_2bvr049923.html,Beschluss vom 20. Oktober 2023,rk20231020_2bvr049923
70,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/10/rk20231018_1bvr179623.html,Beschluss vom 18. Oktober 2023,rk20231018_1bvr179623
71,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/10/rk20231016_1bvr168723.html,Beschluss vom 16. Oktober 2023,rk20231016_1bvr168723
72,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/10/rk20231016_2bvr133023.html,Beschluss vom 16. Oktober 2023,rk20231016_2bvr133023
73,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/10/rk20231012_1bvr155822.html,Beschluss vom 12. Oktober 2023,rk20231012_1bvr155822
74,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/10/qk20231008_2bvq018923.html,Beschluss vom 8. Oktober 2023,qk20231008_2bvq018923
75,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/10/qk20231004_2bvq018423.html,Beschluss vom 4. Oktober 2023,qk20231004_2bvq018423
76,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/10/rk20231002_2bvr006923.html,Beschluss vom 2. Oktober 2023,rk20231002_2bvr006923
77,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/09/rk20230929_1bvr079521.html,Beschluss vom 29. September 2023,rk20230929_1bvr079521
78,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/09/rs20230928_2bvr073917.html,Beschluss vom 28. September 2023,rs20230928_2bvr073917
79,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/09/rk20230928_1bvr174023.html,Beschluss vom 28. September 2023,rk20230928_1bvr174023
80,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/09/rk20230925_1bvr179023.html,Beschluss vom 25. September 2023,rk20230925_1bvr179023
81,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/09/rk20230925_1bvr221920.html,Beschluss vom 25. September 2023,rk20230925_1bvr221920
82,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/09/rk20230922_1bvr042223.html,Beschluss vom 22. September 2023,rk20230922_1bvr042223
83,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/09/rk20230921_2bvr082523.html,Beschluss vom 21. September 2023,rk20230921_2bvr082523
84,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/09/cs20230920_2bvc000823.html,Beschluss vom 20. September 2023,cs20230920_2bvc000823
85,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/09/cs20230920_2bvc002722.html,Beschluss vom 20. September 2023,cs20230920_2bvc002722
86,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/09/cs20230920_2bvc000923.html,Beschluss vom 20. September 2023,cs20230920_2bvc000923
87,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/09/cs20230920_2bvc002522.html,Beschluss vom 20. September 2023,cs20230920_2bvc002522
88,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/09/cs20230920_2bvc000223.html,Beschluss vom 20. September 2023,cs20230920_2bvc000223
89,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/09/cs20230920_2bvc000123.html,Beschluss vom 20. September 2023,cs20230920_2bvc000123
90,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/09/cs20230920_2bvc001223.html,Beschluss vom 20. September 2023,cs20230920_2bvc001223
91,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/09/cs20230920_2bvc002822.html,Beschluss vom 20. September 2023,cs20230920_2bvc002822
92,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/09/rk20230919_1bvr155523.html,Beschluss vom 19. September 2023,rk20230919_1bvr155523
93,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/09/cs20230919_2bvc000523.html,Beschluss vom 19. September 2023,cs20230919_2bvc000523
94,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/09/rk20230918_1bvr172823.html,Beschluss vom 18. September 2023,rk20230918_1bvr172823
95,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/09/rk20230918_1bvr150423.html,Beschluss vom 18. September 2023,rk20230918_1bvr150423
96,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/09/rk20230915_2bvr108223.html,Beschluss vom 15. September 2023,rk20230915_2bvr108223
97,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/09/rk20230914_2bvr010721.html,Beschluss vom 14. September 2023,rk20230914_2bvr010721
98,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/09/qk20230912_1bvq009723.html,Beschluss vom 12. September 2023,qk20230912_1bvq009723
99,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/09/rk20230912_1bvr150723.html,Beschluss vom 12. September 2023,rk20230912_1bvr150723
100,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/03/rk20240305_2bvr013024.html,Beschluss vom 5. März 2024,rk20240305_2bvr013024
101,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/03/rk20240304_2bvr018422.html,Beschluss vom 4. März 2024,rk20240304_2bvr018422
102,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/03/cs20240304_2bvc000822.html,Beschluss vom 4. März 2024,cs20240304_2bvc000822
103,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/03/cs20240304_2bvc002023.html,Beschluss vom 4. März 2024,cs20240304_2bvc002023
104,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/02/qk20240228_2bvq001624.html,Beschluss vom 28. Februar 2024,qk20240228_2bvq001624
105,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/02/rk20240227_2bvr063723.html,Beschluss vom 27. Februar 2024,rk20240227_2bvr063723
106,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/02/rk20240226_2bvr005124.html,Beschluss vom 26. Februar 2024,rk20240226_2bvr005124
107,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/02/rk20240226_1bvr039224.html,Beschluss vom 26. Februar 2024,rk20240226_1bvr039224
108,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/02/qk20240223_1bvq001124.html,Beschluss vom 23. Februar 2024,qk20240223_1bvq001124
109,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/02/rk20240222_1bvr031724.html,Beschluss vom 22. Februar 2024,rk20240222_1bvr031724
110,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/02/es20240221_2bve000124.html,Beschluss vom 21. Februar 2024,es20240221_2bve000124
111,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/02/rk20240220_1bvr232023.html,Beschluss vom 20. Februar 2024,rk20240220_1bvr232023
112,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/02/rk20240218_1bvr046524.html,Beschluss vom 18. Februar 2024,rk20240218_1bvr046524
113,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/02/rk20240216_1bvr231823.html,Beschluss vom 16. Februar 2024,rk20240216_1bvr231823
114,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/02/rk20240214_2bvr032123.html,Beschluss vom 14. Februar 2024,rk20240214_2bvr032123
115,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/02/rk20240214_2bvr181623.html,Beschluss vom 14. Februar 2024,rk20240214_2bvr181623
116,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/02/rk20240209_2bvr001724.html,Beschluss vom 9. Februar 2024,rk20240209_2bvr001724
117,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/02/rk20240209_1bvr228323.html,Beschluss vom 9. Februar 2024,rk20240209_1bvr228323
118,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/02/rk20240206_1bvr030122.html,Beschluss vom 6. Februar 2024,rk20240206_1bvr030122
119,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/02/es20240206_2bve000623.html,Beschluss vom 6. Februar 2024,es20240206_2bve000623
120,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/02/rk20240205_1bvr031524.html,Beschluss vom 5. Februar 2024,rk20240205_1bvr031524
121,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/02/rk20240205_2bvr219222.html,Beschluss vom 5. Februar 2024,rk20240205_2bvr219222
122,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/02/rk20240204_2bvr094423.html,Beschluss vom 4. Februar 2024,rk20240204_2bvr094423
123,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/02/rk20240202_2bvr125523.html,Beschluss vom 2. Februar 2024,rk20240202_2bvr125523
124,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/01/qk20240129_2bvq000624.html,Beschluss vom 29. Januar 2024,qk20240129_2bvq000624
125,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/01/rk20240124_1bvr041320.html,Beschluss vom 24. Januar 2024,rk20240124_1bvr041320
126,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/01/bs20240123_2bvb000119.html,Urteil vom 23. Januar 2024,bs20240123_2bvb000119
127,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/01/qk20240123_2bvq000524.html,Beschluss vom 23. Januar 2024,qk20240123_2bvq000524
128,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/01/rk20240122_1bvr217123.html,Beschluss vom 22. Januar 2024,rk20240122_1bvr217123
129,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/01/cs20240122_2bvc001422.html,Beschluss vom 22. Januar 2024,cs20240122_2bvc001422
130,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/01/rk20240122_1bvr207823.html,Beschluss vom 22. Januar 2024,rk20240122_1bvr207823
131,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/01/rk20240122_1bvr218223.html,Beschluss vom 22. Januar 2024,rk20240122_1bvr218223
132,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/01/cs20240122_2bvc002223.html,Beschluss vom 22. Januar 2024,cs20240122_2bvc002223
133,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/01/rk20240117_2bvr175623.html,Beschluss vom 17. Januar 2024,rk20240117_2bvr175623
134,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/01/rk20240116_2bvr111423.html,Beschluss vom 16. Januar 2024,rk20240116_2bvr111423
135,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/01/qk20240115_1bvq000124.html,Beschluss vom 15. Januar 2024,qk20240115_1bvq000124
136,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/01/rk20240115_1bvr161523.html,Beschluss vom 15. Januar 2024,rk20240115_1bvr161523
137,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/01/rk20240115_2bvr188223.html,Beschluss vom 15. Januar 2024,rk20240115_2bvr188223
138,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/01/rk20240110_1bvr239723.html,Beschluss vom 10. Januar 2024,rk20240110_1bvr239723
139,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2024/01/rk20240110_2bvr002624.html,Beschluss vom 10. Januar 2024,rk20240110_2bvr002624
140,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/12/rk20231228_1bvr203323.html,Beschluss vom 28. Dezember 2023,rk20231228_1bvr203323
141,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/12/vb20231221_vz000323.html,Beschluss vom 21. Dezember 2023,vb20231221_vz000323
142,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/12/cs20231220_2bvc001323.html,Beschluss vom 20. Dezember 2023,cs20231220_2bvc001323
143,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/12/rk20231220_2bvr055922.html,Beschluss vom 20. Dezember 2023,rk20231220_2bvr055922
144,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/12/rk20231220_2bvr149220.html,Beschluss vom 20. Dezember 2023,rk20231220_2bvr149220
145,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/12/rk20231220_2bvr210320.html,Beschluss vom 20. Dezember 2023,rk20231220_2bvr210320
146,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/12/lk20231219_2bvl000916.html,Beschluss vom 19. Dezember 2023,lk20231219_2bvl000916
147,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/12/cs20231219_2bvc000423.html,Urteil vom 19. Dezember 2023,cs20231219_2bvc000423
148,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/12/rk20231219_2bvr193622.html,Beschluss vom 19. Dezember 2023,rk20231219_2bvr193622
149,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/12/rk20231219_1bvr101123.html,Beschluss vom 19. Dezember 2023,rk20231219_1bvr101123
150,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/12/lk20231218_2bvl000716.html,Beschluss vom 18. Dezember 2023,lk20231218_2bvl000716
151,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/12/rk20231218_2bvr065620.html,Beschluss vom 18. Dezember 2023,rk20231218_2bvr065620
152,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/12/rk20231218_2bvr181622.html,Beschluss vom 18. Dezember 2023,rk20231218_2bvr181622
153,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/12/rk20231218_2bvr121023.html,Beschluss vom 18. Dezember 2023,rk20231218_2bvr121023
154,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/12/rk20231218_2bvr136823.html,Beschluss vom 18. Dezember 2023,rk20231218_2bvr136823
155,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/12/rk20231214_1bvr188923.html,Beschluss vom 14. Dezember 2023,rk20231214_1bvr188923
156,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/12/rk20231214_2bvr123323.html,Beschluss vom 14. Dezember 2023,rk20231214_2bvr123323
157,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/12/cs20231213_2bvc000620.html,Beschluss vom 13. Dezember 2023,cs20231213_2bvc000620
158,https://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2023/12/rk20231213_2bvr214321.html,Beschluss vom 13. Dezember 2023,rk20231213_2bvr214321
